"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:4fYVNKKgNZreysthPr0QYO","Rehearsal","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","2","55106","https://p.scdn.co/mp3-preview/7dd5c67a964316efbea52bdafbdab2d2f073e24e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","USHR12141252","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:7AUdq6gd3ufU9UFBqEDnD3","Unwelcome Visitor","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","3","59266","https://p.scdn.co/mp3-preview/122919e3adc950395ab7a701aef4c1d34f52fda6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USHR12141253","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:1tKaKkw6R3AtSzVyQOn1eK","Strucker","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","4","37640","https://p.scdn.co/mp3-preview/f9ddb9d754a8c91868fc86cf6d79caf70bae8419?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USHR12141254","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:1CfjLaygV2A21jBEXgWS9a","Giddy Up","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","5","32626","https://p.scdn.co/mp3-preview/07ad0169dc2a64102a027ae04b183eb10299c8de?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USHR12141255","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:0TZlkYGGZ44HwRrL6PPOWn","Beekeeper","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","6","65773","https://p.scdn.co/mp3-preview/f8f18074941b03842bab2f25e8681f95e53fc31f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","USHR12141256","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:2XkAf8hwlCCYTKCBH0RHgc","Exit Stage Left","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","7","104373","https://p.scdn.co/mp3-preview/91838f89c4e066d8ce7f83ace68281dc0d7fb4ce?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","USHR12141258","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:4rvuT08A6g7dq3FjzKp4pQ","It's Really Happening","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:6hHldbhX0IFxXx8v9Ja4Xr","WandaVision: Episode 2 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-22","https://i.scdn.co/image/ab67616d0000b273d20678800e5ffda05b12b311","1","8","52106","https://p.scdn.co/mp3-preview/828204761aac190916c50e8c70f5d03bede43a94?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","USHR12141257","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:25Z"
"spotify:track:7wy016ZmoaeapFpte30sK1","We Got Something Cooking","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:7iS9ltSyOIaj4fHeP954mq, spotify:artist:24atAUm9yln5x8Os9PEIwv, spotify:artist:1Yv2bYY94u2nm7OHwrEIcQ, spotify:artist:4H1hvfjLlg0hcxj8lwDOt9","Kristen Anderson-Lopez, Robert Lopez, Elyse Willis, Laura Dickinson, Eric Bradley, Gerald White","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","1","67186","https://p.scdn.co/mp3-preview/780b40a740671759e65dece198617b9fecd8584c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","USHR12141259","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:5XjYFljfQDRRNU6HmuoeUT","Uncharted Waters","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","2","66146","https://p.scdn.co/mp3-preview/3e6f5e3ffa3d73ace9fa59d216671c887af058f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","USHR12141260","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:634d9jNSkP1ffkh2lTJUhQ","The Strangest Thing","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","3","77240","https://p.scdn.co/mp3-preview/97aaadecc99447a7022dbf4da3710c9b7ad06705?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USHR12141261","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:13yiohzMzhuekVhtaPfSMt","Hydra-Soak","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","4","39960","https://p.scdn.co/mp3-preview/c8a107a47cd5c5b25011ba2731e67f964608b687?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","USHR12141262","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:0ezWlF45tvXA8I7RAW2Yeh","A Stork in the House","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","5","49800","https://p.scdn.co/mp3-preview/1109fed0d193b088a634a26ce944978a523eaceb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USHR12141263","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:5NljbKKjCyTLBicy2EeKre","Fish Pants","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","6","52293","https://p.scdn.co/mp3-preview/20a635eb8613520c941dc7c94f74401f8563108d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USHR12141264","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:6ryGLqXYNA4ikLDsQfS1Ro","A Child Is Born","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","7","87066","https://p.scdn.co/mp3-preview/f634f86ee1698aefd4fd1d1e79619c941cfa9fc2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USHR12141265","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:09mgWSzRyt2qqnH4ahEMia","Twins","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","8","100080","https://p.scdn.co/mp3-preview/369971f8e7d7ab11999593e189c401941249d0fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","USHR12141266","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:5NfN9tRod7Dighu8iGsysE","No Home","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:130DD1WPUCsr30RKqAmiQI","WandaVision: Episode 3 (Original Soundtrack)","spotify:artist:3CneYb5exy4KOtvCCrozDD, spotify:artist:3zUCHzvbTmCOZoY750yHPB, spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Kristen Anderson-Lopez, Robert Lopez, Christophe Beck","2021-01-29","https://i.scdn.co/image/ab67616d0000b2736fb5f3715fd9a54f1bba000b","1","9","210132","https://p.scdn.co/mp3-preview/1556448bee978a7b9c9403cf810575cabd39a132?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","USHR12141267","spotify:user:theofficialvelocifaptor","2021-02-09T03:19:53Z"
"spotify:track:7uEcCGtM1FBBGIhPozhJjv","Daydream Believer","spotify:artist:320EPCSEezHt1rtbfwH6Ck","The Monkees","spotify:album:2Ov6zb7NfgDh3EXSIIWrb2","The Birds, The Bees, & The Monkees","spotify:artist:320EPCSEezHt1rtbfwH6Ck","The Monkees","1968-04-22","https://i.scdn.co/image/ab67616d0000b27376448e93fcf0b2298744ba97","1","5","179613","https://p.scdn.co/mp3-preview/1ac30893bdf3d5334babc8ad5b54f819ca52b219?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USRH10125802","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:04Z"
"spotify:track:0hvfEAhQNeq9VAroygdLbo","The Awakening","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","1","139893","https://p.scdn.co/mp3-preview/782028f2f7d660c482ed5fd2be9228f756a2bc49?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","USHR12141269","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:4UQ8Qgn2Zj4IN0I49QsF6F","Three Weeks Later","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","2","137080","https://p.scdn.co/mp3-preview/befcab2c44dc01444be01772c96032a9829cf2bd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USHR12141270","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:5gay1RPVkp8ckZDz6k2YB9","Westview","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","3","162933","https://p.scdn.co/mp3-preview/f9f1b1b48ccff76628a30d1f962a2bd885badb03?cid=9950ac751e34487dbbe027c4fd7f8e99","false","12","USHR12141271","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:0NhZFet0mdM71JYa21j2HW","S.W.O.R.D.","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","4","61386","https://p.scdn.co/mp3-preview/bc83930d68b4c452ca15709b1ea67fae3013b625?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","USHR12141272","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:3D6zxskpl9wfx0Vq9oAi5M","The Players","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","5","122240","https://p.scdn.co/mp3-preview/c4e3b3ebfbe690b3f132774cb8761a941d8e3596?cid=9950ac751e34487dbbe027c4fd7f8e99","false","10","USHR12141273","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:1buRRuceTQP10HPYkGOa2y","Stay Tuned","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","6","148373","https://p.scdn.co/mp3-preview/99315f15e77762ab10d3b27e71d6af65c1ce18fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USHR12141274","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
"spotify:track:2agv5wFQYKIbyQakniXOMK","Everything Is Under Control","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","spotify:album:3cqHTihoMTnbdu4easFUXy","WandaVision: Episode 4 (Original Soundtrack)","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw","Christophe Beck","2021-02-05","https://i.scdn.co/image/ab67616d0000b273d623c087d983973b15b1f876","1","7","61213","https://p.scdn.co/mp3-preview/f9553097115cc555c13cfdd00c4a5b89a348c722?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","USHR12141275","spotify:user:theofficialvelocifaptor","2021-02-09T03:20:29Z"
