"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3KeHyatXoSkpuInf8VfN3o","Winter Wonderland","spotify:artist:1UbA3tvm40VqUsiFlJaPCs","Matt Dusk","spotify:album:6ARGbydU9FRjuKvBkiRRHD","Old School Yule!","spotify:artist:1UbA3tvm40VqUsiFlJaPCs","Matt Dusk","2017-11-03","https://i.scdn.co/image/ab67616d0000b2738242d8464b4b7ac4c6ef22bf","1","15","142493","https://p.scdn.co/mp3-preview/55aebd6f32dba86927933206b2404c4a197f0aae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","CA0N81600015","spotify:user:theofficialvelocifaptor","2021-12-19T09:32:24Z"
"spotify:track:3QVjXucdq2Co6fsmO7yLhO","Christmas Is The Season","spotify:artist:1Jqk46QvzUn7SnwmTGX6Cw","Jo Stafford","spotify:album:2MVJeSmjH1XflbJEygeuvy","Joyful Season","spotify:artist:1Jqk46QvzUn7SnwmTGX6Cw","Jo Stafford","2005-01-01","https://i.scdn.co/image/ab67616d0000b273d3ed3b465562b0c34ce23271","1","7","108613","","false","0","USCA29301225","spotify:user:theofficialvelocifaptor","2021-12-19T09:32:29Z"
"spotify:track:46AOydXJiFAJuVUhc6uhvs","Sleigh Ride","spotify:artist:1zJBFCev9UwOMcrZsLi2od","Lou Rawls","spotify:album:6Se4xcj08JwsXOzQYXGduY","Christmas Is The Time","spotify:artist:1zJBFCev9UwOMcrZsLi2od","Lou Rawls","1993-09-27","https://i.scdn.co/image/ab67616d0000b273263882870b85e859fb1dbe67","1","5","137200","https://p.scdn.co/mp3-preview/257036672c5febe79f889cb575699967d68b17b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","USBN29300446","spotify:user:theofficialvelocifaptor","2021-12-19T09:32:43Z"
"spotify:track:0OE1huOwM8j0nUaejlvCiZ","It's the Most Wonderful Time of the Year - with The Royal Philharmonic Orchestra","spotify:artist:4sj6D0zlMOl25nprDJBiU9, spotify:artist:0MvSBMGRQJY3mRwIbJsqF1","Andy Williams, Royal Philharmonic Orchestra","spotify:album:7LOoCoXJJjP2BxRINQbp2k","Christmas With The Stars & The Royal Philharmonic Orchestra","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2019-11-29","https://i.scdn.co/image/ab67616d0000b2731accfcb883cfcbea96c5300c","1","1","152213","https://p.scdn.co/mp3-preview/bd03ad8644994d2bcfb7aab5b37b82e5e09a5094?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","USSM11906413","spotify:user:theofficialvelocifaptor","2021-12-19T09:32:48Z"
"spotify:track:75Ka9Ix4iiyIbl3hY1B4YP","¿Dónde Está Santa Claus?","spotify:artist:1JCtFumetjuzJEnOTBanRC","Augie Rios","spotify:album:3rn7wMRUzCcNzWHhVRNbKg","¿Dónde Está Santa Claus?","spotify:artist:1JCtFumetjuzJEnOTBanRC","Augie Rios","1958","https://i.scdn.co/image/ab67616d0000b2736e6cc79bfee239bc4f6a8779","1","1","141746","https://p.scdn.co/mp3-preview/3223104ed7bd9526edbb3da5eb02eb5ffc811357?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","USUMG0000735","spotify:user:theofficialvelocifaptor","2021-12-19T09:32:56Z"
"spotify:track:2HfGkpdBQa2ANBHa1gjfyG","Ol' Fatso","spotify:artist:1JCtFumetjuzJEnOTBanRC","Augie Rios","spotify:album:3rn7wMRUzCcNzWHhVRNbKg","¿Dónde Está Santa Claus?","spotify:artist:1JCtFumetjuzJEnOTBanRC","Augie Rios","1958","https://i.scdn.co/image/ab67616d0000b2736e6cc79bfee239bc4f6a8779","1","2","143933","https://p.scdn.co/mp3-preview/83d88c32cfc2dfebd434c7222059f80a466d97cb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","USUM71924054","spotify:user:theofficialvelocifaptor","2021-12-19T09:33:06Z"
"spotify:track:0bTatQDtP1svcbNzAeXuTy","O Tannenbaum - Staats-Oper Berlin Version","spotify:artist:41oRt2KfJM2lDNsk1A6Zyy, spotify:artist:08etW9C5UVhCW9SvGITGV1","Mitglieder des Chores der Staats-Oper Berlin, Mitglieder des Orchester der Staats-Oper Berlin","spotify:album:5y2f5ZtNOYtHa6EXRMWHGm","O Tannenbaum (Old german Christmas Songs 1924 - 1937)","spotify:artist:3Y8arsn8cKQZC6OIGKA5bn, spotify:artist:4VbDAX2WGMySXs9ONXUdqf, spotify:artist:7rwd3vZjByBbQVoBmaR3Wq","Basilica-Chor, Chor der St. Hedwigs-Kathedrale Berlin, Pius Kalt","2012-01-01","https://i.scdn.co/image/ab67616d0000b27397f04f02608885b5d1ac560b","1","12","150526","https://p.scdn.co/mp3-preview/a9a7449935a56cd1b3164a12012534abe38c85d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","DEBL60630356","spotify:user:theofficialvelocifaptor","2021-12-19T09:33:17Z"
"spotify:track:5Bk7yTPZY9CV4mbIR1hHVO","Little Drummer Boy","spotify:artist:2oQJQUIpJFFnfKvHJA0xBu, spotify:artist:5z1FDKqosEGwr8HrgzNa0q","The City of Prague Philharmonic Orchestra, Crouch End Festival Chorus","spotify:album:6v5ZUwOa6PrDi4hEzYUjkc","The Greatest Christmas Choral Classics","spotify:artist:2oQJQUIpJFFnfKvHJA0xBu, spotify:artist:5z1FDKqosEGwr8HrgzNa0q","The City of Prague Philharmonic Orchestra, Crouch End Festival Chorus","2015-10-30","https://i.scdn.co/image/ab67616d0000b273e22771a980b52345e49ca720","1","13","181266","","false","0","GBAJC0003080","spotify:user:theofficialvelocifaptor","2021-12-19T09:33:32Z"
"spotify:track:4xeOWOnda0b4mjQEafYLsE","Hark! The Herald Angels Sing (feat. Acacia)","spotify:artist:4M7Yw4ek5iD7UWe9vhpRb0, spotify:artist:742GcmXM0Zo7XuLbc4xv99","David Ian, Acacia","spotify:album:19CXFfLDHcd9tGWQ0jFnnn","The Vintage Christmas Collection","spotify:artist:4M7Yw4ek5iD7UWe9vhpRb0","David Ian","2018-11-16","https://i.scdn.co/image/ab67616d0000b273968637ec5e9e4e39a546148f","1","11","138909","https://p.scdn.co/mp3-preview/8cfb0b33080fc5f616624929dce363825ccc0910?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","QMUDU1800011","spotify:user:theofficialvelocifaptor","2021-12-19T09:33:50Z"
"spotify:track:1k7NPsH12VWl4Q7e7EOtHO","Christmas Island","spotify:artist:762310PdDnwsDxAQxzQkfX","Depeche Mode","spotify:album:3vTYiF9zG1U2EGQg9M1hRL","Depeche Mode - Singles Box 3","spotify:artist:762310PdDnwsDxAQxzQkfX","Depeche Mode","2004-12-07","https://i.scdn.co/image/ab67616d0000b273a42d02122d6e85a388d86032","4","2","291266","https://p.scdn.co/mp3-preview/300a84eca349f38fe267c80c38058da808f8e717?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","GBAJH0000106","spotify:user:theofficialvelocifaptor","2021-12-19T09:34:18Z"
"spotify:track:7FO7HuHFXJWZx68xDGeHZq","Touch","spotify:artist:32L6HnQe9jCXLmjpnS2XSQ","Sweet Spirit","spotify:album:26YPWxZI39gRw23Qtit9Ou","Touch","spotify:artist:32L6HnQe9jCXLmjpnS2XSQ","Sweet Spirit","2018-09-14","https://i.scdn.co/image/ab67616d0000b2735bf3baf7023f59c944e93ea2","1","1","200787","","false","0","USA2B1802873","spotify:user:theofficialvelocifaptor","2021-12-19T09:34:27Z"
"spotify:track:4Dh96jClCSyjy7BSGTIBAy","Father Christmas","spotify:artist:1SQRv42e4PjEYfPhS0Tk9E","The Kinks","spotify:album:3bOVi2rCv17w9JRnLGuy3i","Come Dancing with the Kinks (The Best of the Kinks 1977-1986)","spotify:artist:1SQRv42e4PjEYfPhS0Tk9E","The Kinks","1986-06-01","https://i.scdn.co/image/ab67616d0000b273f5c4840c6088bdb0a94c5d87","1","18","222146","","false","0","USQX91400433","spotify:user:theofficialvelocifaptor","2021-12-19T09:34:46Z"
"spotify:track:7vAiE796WiFh4d5fXKpU9M","A Marshmallow World","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","spotify:album:6qd9zXBKAZWX6fZuXzPCn7","Jingle Bell Rock","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","1993-01-01","https://i.scdn.co/image/ab67616d0000b27368dade9313d1c0f44987570a","1","8","153240","","false","0","USMC16414945","spotify:user:theofficialvelocifaptor","2021-12-19T09:34:57Z"
"spotify:track:5WYmcjWhBzvpIRHNPTpq9F","Sweet Gingerbread Man","spotify:artist:1NAWG3AngjBXyKbmPaz92D","Sammy Davis Jr.","spotify:album:7HSdas9Zon0ZnH9JWwCqd1","Lounge Legends: Sammy Davis Jr.","spotify:artist:1NAWG3AngjBXyKbmPaz92D","Sammy Davis Jr.","2002-01-01","https://i.scdn.co/image/ab67616d0000b27347e77e033170edd01b15210d","1","7","161906","https://p.scdn.co/mp3-preview/c6002f6bc750dbf8a00c2f200200bc0931ad516b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USUR10200236","spotify:user:theofficialvelocifaptor","2021-12-19T09:35:07Z"
"spotify:track:4PS1e8f2LvuTFgUs1Cn3ON","The Christmas Song (Merry Christmas To You)","spotify:artist:7v4imS0moSyGdXyLgVTIV7","Nat King Cole","spotify:album:6vBGI5522jvPi0ZZuGQNp4","The Christmas Song (Expanded Edition)","spotify:artist:7v4imS0moSyGdXyLgVTIV7","Nat King Cole","1962","https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c","1","1","192160","https://p.scdn.co/mp3-preview/aea9094e76314995f63cdc8f00f9397cd64becb2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","90","USCA29900551","spotify:user:theofficialvelocifaptor","2021-12-19T09:35:20Z"
"spotify:track:1RlZ2aGmoVEOv1vG7cGS8J","Away in a Manger","spotify:artist:1bkPltv18ZrFr2IhEdIae5","Jimmy Wakely","spotify:album:76UfpLWoWkROHL6LOTR3Ie","Winter Wonderland","spotify:artist:1bkPltv18ZrFr2IhEdIae5","Jimmy Wakely","2016-08-05","https://i.scdn.co/image/ab67616d0000b273b7da72c3ce2c7438fd48d0c6","1","10","130479","https://p.scdn.co/mp3-preview/14396e61f6a8b57164855713cf07d5fe23ab0852?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","QMFMG1594685","spotify:user:theofficialvelocifaptor","2021-12-19T09:35:32Z"
"spotify:track:6A6911qelibltzoBs35Qsy","Rudolph The Red-Nosed Reindeer","spotify:artist:3RwQ26hR2tJtA8F9p2n7jG","The Temptations","spotify:album:48EuwMHM2HRSTXiW1QdGJe","The Temptations' Christmas Card","spotify:artist:3RwQ26hR2tJtA8F9p2n7jG","The Temptations","1970-10-30","https://i.scdn.co/image/ab67616d0000b273450239a8d97e638df29a94ed","1","1","180026","","false","0","USMO17082659","spotify:user:theofficialvelocifaptor","2021-12-19T09:35:41Z"
"spotify:track:4GlFEzKlLRxRjpPlGH3kll","Mele Kalikimaka","spotify:artist:1svaANJTE5KrG16fTGDqOs","The Puppini Sisters","spotify:album:3u6OeK5MR1dNsK7UQId0W0","Christmas With The Puppini Sisters","spotify:artist:1svaANJTE5KrG16fTGDqOs","The Puppini Sisters","2010-01-01","https://i.scdn.co/image/ab67616d0000b2737106ecf8a3184c1c7018f57a","1","8","176933","https://p.scdn.co/mp3-preview/7d490a3376806dbb5bd1165f94b712ecc82e361e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USUM71020751","spotify:user:theofficialvelocifaptor","2021-12-19T09:35:47Z"
"spotify:track:5E2fgnJjsejA3opVwKYha3","Bells, Bells, Bells","spotify:artist:4MptlUxSUHf2QAW9JMrv4W, spotify:artist:1peeUCOyPuNkFYyRHSh51o, spotify:artist:0JxGZPik1Pg63zBPD6Y3aT","Meco, R2D2, Anthony Daniels","spotify:album:7fyIaNmeHtrMNoV1P5MWpv","Christmas in the Stars (Star Wars Christmas)","spotify:artist:4MptlUxSUHf2QAW9JMrv4W","Meco","1980-11-09","https://i.scdn.co/image/ab67616d0000b27347abc86b1c3a00b5bd527ef0","1","2","192986","https://p.scdn.co/mp3-preview/7097b64efae663e3ee2421dfae08407494eb6ac9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","20","FR2X41740157","spotify:user:theofficialvelocifaptor","2021-12-19T09:36:18Z"
"spotify:track:16IVVCapu6lsCpSpx9Ausi","Sling vs Bling - from ""Spider-Man: No Way Home"" Soundtrack","spotify:artist:4kLvhMAuCloLxoP1aVM7Lr","Michael Giacchino","spotify:album:1vfxAPvnlWNr5lY9WojHQL","Spider-Man: No Way Home (Original Motion Picture Soundtrack)","spotify:artist:4kLvhMAuCloLxoP1aVM7Lr","Michael Giacchino","2021-12-17","https://i.scdn.co/image/ab67616d0000b27397a485cd1185edb48e3c882e","1","10","300360","https://p.scdn.co/mp3-preview/5c23497bc954c8dbe5c746e01e92fc527bfe656f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","US4DG2100729","spotify:user:theofficialvelocifaptor","2021-12-19T09:36:40Z"
"spotify:track:0NkPI5RS4ECeAsRBOKBtQV","Arachnoverture - from ""Spider-Man: No Way Home"" Soundtrack","spotify:artist:4kLvhMAuCloLxoP1aVM7Lr","Michael Giacchino","spotify:album:1vfxAPvnlWNr5lY9WojHQL","Spider-Man: No Way Home (Original Motion Picture Soundtrack)","spotify:artist:4kLvhMAuCloLxoP1aVM7Lr","Michael Giacchino","2021-12-17","https://i.scdn.co/image/ab67616d0000b27397a485cd1185edb48e3c882e","1","23","606333","https://p.scdn.co/mp3-preview/c365b68214df52c2101eba1e6aefefa3547f4db1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","US4DG2100742","spotify:user:theofficialvelocifaptor","2021-12-19T09:36:50Z"
"spotify:track:0wrJoWft00352ikEAeZVfk","Christmas Time Is Here","spotify:artist:4ytkhMSAnrDP8XzRNlw9FS","Vince Guaraldi Trio","spotify:album:2M0AmjqNDJn72SbjsFXybL","Merry Christmas 2021","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2021-10-08","https://i.scdn.co/image/ab67616d0000b2739bcc89b4ce533772595665b9","1","62","163093","","false","0","USFI86600065","spotify:user:theofficialvelocifaptor","2021-12-19T09:37:05Z"
"spotify:track:4ug3lYMkIiu2lFcdw48Y3c","Christmas In Hollis","spotify:artist:3CQIn7N5CuRDP8wEI7FiDA","Run–D.M.C.","spotify:album:6pJciZv8HMs7imWW9s9J6P","Greatest Hits","spotify:artist:3CQIn7N5CuRDP8wEI7FiDA","Run–D.M.C.","2002-09-10","https://i.scdn.co/image/ab67616d0000b273f2f5c6b6c58055bd4f2992e9","1","18","178106","","false","0","USAR10001682","spotify:user:theofficialvelocifaptor","2021-12-19T09:37:13Z"
"spotify:track:2QcHzYMCYyzV3APLMu8qoa","Joy to the World","spotify:artist:6DaAtQyyKqQur0I3RXUR5T","Town Pipers","spotify:album:5AZ9OnvEPDy6D3kbCJYwpi","Christmas Greetings from the Town Pipers","spotify:artist:6DaAtQyyKqQur0I3RXUR5T","Town Pipers","1959","https://i.scdn.co/image/ab67616d0000b2730ac566f4260857f0d1d2d7b9","1","2","96933","https://p.scdn.co/mp3-preview/632e400b1cc727e70eecb865e49c81a96a5c7c98?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","QM4TW1603990","spotify:user:theofficialvelocifaptor","2021-12-19T09:37:23Z"
"spotify:track:7wLlfGWHOxAi2mPbaoCNeR","You're A Mean One, Mr. Grinch - From ""Dr. Seuss' How The Grinch Stole Christmas"" Soundtrack","spotify:artist:5Gejwv3xz2DpLcxVpMD6hL","Thurl Ravenscroft","spotify:album:6zQLZkqlenJsc8YqudRXQd","Kid's Christmas Favorites","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2020-10-30","https://i.scdn.co/image/ab67616d0000b273ff948593955ba49351b38c50","1","10","176333","","false","0","USPR36607103","spotify:user:theofficialvelocifaptor","2021-12-19T09:37:31Z"
"spotify:track:0YRJeq6AvbjquIwj3ClOoq","Louisiana Hero - From ""The Falcon and the Winter Soldier""/Score","spotify:artist:5SEW04tNMMrOz7UFQJA6vz","Henry Jackman","spotify:album:07bPQvZH7IkJbPh0imz5sx","Louisiana Hero (From ""The Falcon and the Winter Soldier"")","spotify:artist:5SEW04tNMMrOz7UFQJA6vz","Henry Jackman","2021-03-26","https://i.scdn.co/image/ab67616d0000b27364d99bf2b872a73a6bea8e29","1","1","136102","https://p.scdn.co/mp3-preview/d33062713328b7ad95eea0fb50a0fcdc0d0515f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","USHR12141408","spotify:user:theofficialvelocifaptor","2021-12-19T09:44:14Z"
"spotify:track:3K8HlqUIFSsNMVjPwTCBsW","Louisiana Hero (Reprise)","spotify:artist:5SEW04tNMMrOz7UFQJA6vz","Henry Jackman","spotify:album:73smgzwYZ4L70UFP21Hpu0","The Falcon and the Winter Soldier: Vol. 2 (Episodes 4-6) [Original Soundtrack]","spotify:artist:5SEW04tNMMrOz7UFQJA6vz","Henry Jackman","2021-04-30","https://i.scdn.co/image/ab67616d0000b273c8c04963158036ccd40ae055","1","1","202278","https://p.scdn.co/mp3-preview/6cee6f82f1fc9ac9e43cebc5c57ddd09533e63e8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","USHR12141559","spotify:user:theofficialvelocifaptor","2021-12-19T09:44:33Z"
"spotify:track:31YHdtc3RN5X8JYIaNm1Lp","Hawkeye's Theme","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw, spotify:artist:4fIXHW5d4kdlUQq5NWqi84","Christophe Beck, Michael Paraskevas","spotify:album:6kEKPX5fzADIWcFc33qawM","Hawkeye: Vol. 1 (Episodes 1-3) [Original Soundtrack]","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw, spotify:artist:4fIXHW5d4kdlUQq5NWqi84","Christophe Beck, Michael Paraskevas","2021-12-10","https://i.scdn.co/image/ab67616d0000b273104127aaa93ecfe3df82cad7","1","1","108866","https://p.scdn.co/mp3-preview/53691c5e21b9574ed9f54d4cc0322655d9121ce9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","USHR12142844","spotify:user:theofficialvelocifaptor","2021-12-19T09:54:15Z"
"spotify:track:5T7DUEeAj0hkMLTzIlDCRz","Loki Green Theme","spotify:artist:04ZLnodB6WbVvYg2LECqpQ","Natalie Holt","spotify:album:5Wc11R3nufO8ZAFFhvBGEe","Loki: Vol. 1 (Episodes 1-3) [Original Soundtrack]","spotify:artist:04ZLnodB6WbVvYg2LECqpQ","Natalie Holt","2021-07-02","https://i.scdn.co/image/ab67616d0000b27393c695e6fe6a29007bb51854","1","5","144761","https://p.scdn.co/mp3-preview/768915c65355a47dc834d449737a60d635e09ecd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USHR12141797","spotify:user:theofficialvelocifaptor","2021-12-19T13:56:22Z"
"spotify:track:3quiGiHztT85koEdjMGF29","Silent Night","spotify:artist:0YjWjLkVGU7s9RQApBvJK6","Cassietta George","spotify:album:0yA3E8g97VdM8pxVtR6cWf","The Greatest Gift","spotify:artist:0YjWjLkVGU7s9RQApBvJK6","Cassietta George","2014-12-09","https://i.scdn.co/image/ab67616d0000b2739229612dfa07c70932fde7c6","1","4","192880","https://p.scdn.co/mp3-preview/80b18e3d34790b4bed115551d12d6b643ae59c05?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","QMWN31402102","spotify:user:theofficialvelocifaptor","2021-12-23T09:40:09Z"
"spotify:track:72WCG8ebK02NXfn27hTHfa","The Twelve Days of Christmas","spotify:artist:7LfRnzGM0wRSyS5mmAwJbv, spotify:artist:6WtWmLPWn1imbcisSfmBvy","Ray Conniff, The Ray Conniff Singers","spotify:album:289ewUZBE4EN8MIhsnJVHp","We Wish You A Merry Christmas","spotify:artist:6WtWmLPWn1imbcisSfmBvy","The Ray Conniff Singers","1962","https://i.scdn.co/image/ab67616d0000b273d5ac38b28067ddc1801e03fd","1","5","259200","https://p.scdn.co/mp3-preview/0322c58af4319174c64525fae1c315bf86ddc94d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","USSM19916458","spotify:user:theofficialvelocifaptor","2021-12-23T09:40:31Z"
"spotify:track:1EUH2udRB02nwscTwBeS9S","Have Yourself A Merry Little Christmas","spotify:artist:5V0MlUE1Bft0mbLlND7FJz","Ella Fitzgerald","spotify:album:15up0e6AFIYZbmErIVPU3p","Ella Wishes You A Swinging Christmas (Expanded Edition)","spotify:artist:5V0MlUE1Bft0mbLlND7FJz","Ella Fitzgerald","1960","https://i.scdn.co/image/ab67616d0000b273f8daf45f645da3cae641a008","1","3","175840","","false","0","USF096025270","spotify:user:theofficialvelocifaptor","2021-12-23T09:41:02Z"
"spotify:track:4Bt0pQudNqNlEkCY4yGlOR","Save The City","spotify:artist:0bvwPCit9Yh0yVdLKGnXRi, spotify:artist:7FxLKkFmNsDT54KrzN2HJn, spotify:artist:0grxoC9qsB0dfpVxjOTmxx, spotify:artist:60AQf9DIGAbGpewI33bayw, spotify:artist:2dWTkKrPGvkwSTSuRSwJNc, spotify:artist:5peNY8vXtrXeevW4JWq797, spotify:artist:7tJc7ubifEnRE29FLtCHTE","Adam Pascal, Ty Taylor, Rory Donovan, Derek Klena, Bonnie Milligan, Christopher Sieber, Shayna Steele","spotify:album:0QDCiN3qw5LhE2Mj7Oq2MC","Hawkeye: Vol. 2 (Episodes 4-6) [Original Soundtrack]","spotify:artist:1GjWNGbMtHDQ7CNYf2d7cw, spotify:artist:4fIXHW5d4kdlUQq5NWqi84","Christophe Beck, Michael Paraskevas","2021-12-22","https://i.scdn.co/image/ab67616d0000b2731c46fa69575e43497e2f3e72","1","18","266853","https://p.scdn.co/mp3-preview/b9c1b084d3ba3f99df52e0e41855058cf4599cb6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","USHR12142885","spotify:user:theofficialvelocifaptor","2021-12-23T09:41:41Z"
"spotify:track:4ywmyUAQ0WAdNHXpoWWqfv","Day 'n' Nite","spotify:artist:0fA0VVWsXO9YnASrzqfmYu","Kid Cudi","spotify:album:1D622TWd7hvxVZicNjVLjl","Watch Dogs (Music from the Video Game) [Original Game Soundtrack]","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2015-05-28","https://i.scdn.co/image/ab67616d0000b273cfb7351677bc314e2315a65b","1","8","222066","https://p.scdn.co/mp3-preview/dd4d6c88e084b52b9f3b00f7c11d04245809255d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USUM70958790","spotify:user:theofficialvelocifaptor","2022-01-19T05:18:00Z"
"spotify:track:4tLhAhJPGCWHMWs9bmkNw7","Day 'N' Nite (From ""Moon Knight"") - Epic","spotify:artist:1BqCB2RL58SP8SFIPbmaYe","Epic Geek","spotify:album:6SgAIWftVpbvyJ9YNNOxDe","Day 'N' Nite (From ""Moon Knight"") [Epic]","spotify:artist:1BqCB2RL58SP8SFIPbmaYe","Epic Geek","2022-01-28","https://i.scdn.co/image/ab67616d0000b273c3ff381c928555c2a0a80cf7","1","1","271724","https://p.scdn.co/mp3-preview/2a74382f6a8a9aa8d66090276c532923cd5f1b47?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","QZ5FN2233610","spotify:user:theofficialvelocifaptor","2022-04-03T22:18:10Z"
"spotify:track:6MfOFYmw1TD9QDFSu0TEN1","Every Grain of Sand","spotify:artist:74ASZWbe4lXaubB36ztrGX","Bob Dylan","spotify:album:14cScWsd0lPdSlNFfr9AmA","Shot Of Love","spotify:artist:74ASZWbe4lXaubB36ztrGX","Bob Dylan","1981-08-12","https://i.scdn.co/image/ab67616d0000b273fad6a06dba0f637726d5022b","1","10","371533","https://p.scdn.co/mp3-preview/e505441ee95ca03093bcb0af5b3b9dd5e1dd79d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","USSM10000844","spotify:user:theofficialvelocifaptor","2022-04-06T08:11:17Z"
"spotify:track:7smhePUsYwiUS3rz1EdyAc","A Man Without Love","spotify:artist:17XXKfRBMCWvLrqGoNkJXm","Engelbert Humperdinck","spotify:album:2feTwvgOdsFOaSAwh4EyIU","His Greatest Hits","spotify:artist:17XXKfRBMCWvLrqGoNkJXm","Engelbert Humperdinck","1974-01-01","https://i.scdn.co/image/ab67616d0000b273409c0aafb0d741cdb7f9f197","1","6","205533","https://p.scdn.co/mp3-preview/deb65736d67a6dd054022a7ca01033180c159095?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","GBF076800400","spotify:user:theofficialvelocifaptor","2022-04-06T08:11:39Z"
"spotify:track:0OBCpAflcJzq5C6Y2wXe3D","Wake Me Up Before You Go-Go","spotify:artist:5lpH0xAS4fVfLkACg9DAuM","Wham!","spotify:album:3rLjiJI34bHFNIFqeK3y9s","George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack","spotify:artist:19ra5tSw0tWufvUp8GotLo, spotify:artist:5lpH0xAS4fVfLkACg9DAuM","George Michael, Wham!","2019-11-08","https://i.scdn.co/image/ab67616d0000b27380619aadf960d102f987c900","1","11","232542","https://p.scdn.co/mp3-preview/b34f9638f57e11a7c643609bbec15f762d151ea2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","GBBBN0009712","spotify:user:theofficialvelocifaptor","2022-04-06T08:12:12Z"
"spotify:track:2nCZs15rSShxeRBzBp6eLO","Bahlam Maak","spotify:artist:00Kj91nF1l4o35fAtfDAjW","Najat Al Saghira","spotify:album:3pnuPZ8nUMMLwHJSvNLrO0","Oyon El Alb","spotify:artist:00Kj91nF1l4o35fAtfDAjW","Najat Al Saghira","1980-01-01","https://i.scdn.co/image/ab67616d0000b27355dfe825df4bfd51d13d7f15","1","2","229865","https://p.scdn.co/mp3-preview/8305b4ac5e0b0415a9d417bf77b08ba8b951460d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","EGA020500898","spotify:user:theofficialvelocifaptor","2022-04-06T08:12:43Z"
"spotify:track:5EhI8pJIJzUDnTlCLr3kL9","Bela Lugosi's Dead","spotify:artist:5N5tQ9Dx1h8Od7aRmGj7Fi","Bauhaus","spotify:album:2Bjo4bDCLnY0s4jqPtETZQ","Bauhaus - 1979-1983 Volume One","spotify:artist:5N5tQ9Dx1h8Od7aRmGj7Fi","Bauhaus","1986-05-01","https://i.scdn.co/image/ab67616d0000b273e468c5b1e7cf6ac4e4970576","1","5","577133","","false","0","GBAZP9800173","spotify:user:theofficialvelocifaptor","2022-04-06T08:14:26Z"
"spotify:track:04vHPXVGnb51q13NBoW22W","El Melouk - الملوك","spotify:artist:5D2ui1KD49TfyCDb35zf5V, spotify:artist:4U7K3Xm1CXe5FpBGYUcHUZ, spotify:artist:02T4vKIGje48LHpXmJoEwo","Ahmed Saad, 3enba, Double Zuksh","spotify:album:3eMTz433EZ3pEHtszeiIL2","El Melouk - الملوك","spotify:artist:5D2ui1KD49TfyCDb35zf5V","Ahmed Saad","2021-06-23","https://i.scdn.co/image/ab67616d0000b273abf9a269b9e35b869d0223b7","1","1","195047","https://p.scdn.co/mp3-preview/82a909e193b380fcd6402bd9f61df3c13c10384e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","EGA010550183","spotify:user:theofficialvelocifaptor","2022-04-06T08:15:34Z"
